Seconds,Temperature
347,306
348,311
349,313
350,314
351,312
352,311
353,308
354,306
355,304
356,306
357,308
358,313
359,315
360,315
361,314
362,312
363,310
364,308
365,306
366,308
367,311
368,316
369,320
370,321
371,321
372,319
373,317
374,315
375,315
376,316
377,319
378,318
379,318
380,317
381,316
382,317
383,320
384,324
385,327
386,327
387,327
388,326
389,323
390,321
391,318
392,318
393,321
394,324
395,327
396,328
397,328
398,327
399,325
400,321
401,318
402,318
403,320
404,322
405,325
406,328
407,330
408,330
409,328
410,325
411,322
412,321
413,324
414,326
415,330
416,333
417,337
418,337
419,336
420,334
421,332
422,330
423,328
424,330
425,332
426,334
427,336
428,334
429,331
430,327
431,324
432,323
433,325
434,327
435,329
436,332
437,335
438,337
439,339
440,341
441,343
442,343
443,341
444,338
445,337
446,336
447,337
448,338
449,340
450,338
451,336
452,336
453,336
454,337
455,339
456,341
457,342
458,343
459,345
460,345
461,346
462,348
463,349
464,348
465,346
466,344
467,341
468,340
469,340
470,341
471,342
472,343
473,345
474,346
475,347
476,348
477,350
478,350
479,350
480,351
481,352
482,353
483,353
484,351
485,347
486,346
487,346
488,347
489,348
490,348
491,350
492,350
493,351
494,351
495,351
496,351
497,352
498,353
499,354
500,354
501,356
502,356
503,357
504,357
505,358
506,358
507,360
508,360
509,361
510,359
511,357
512,355
513,356
514,355
515,356
516,356
517,358
518,358
519,359
520,360
521,361
522,361
523,362
524,361
525,362
526,361
527,361
528,361
529,361
530,361
531,361
532,361
533,362
534,361
535,362
536,361
537,362
538,362
539,363
540,363
541,363
542,363
543,363
544,362
545,363
546,362
547,363
548,363
549,363
550,362
551,362
552,363
553,367
554,369
555,371
556,370
557,370
558,368
559,367
560,366
561,366
562,366
563,368
564,371
565,375
566,378
567,379
568,378
569,376
570,375
571,375
572,373
573,372
574,370
575,368
576,367
577,369
578,371
579,373
580,376
581,379
582,380
583,381
584,380
585,378
586,376
587,375
588,374
589,376
590,378
591,380
592,382
593,383
594,383
595,383
596,381
597,380
598,378
599,380
600,381
601,383
602,385
603,386
604,386
605,385
606,383
607,381
608,378
609,378
610,379
611,380
612,381
613,382
614,385
615,386
616,388
617,389
618,390
619,390
620,390
621,390
622,390
623,390
624,391
625,392
626,392
627,392
628,392
629,391
630,391
631,391
632,390
633,390
634,391
635,391
636,392
637,392
638,392
639,393
640,392
641,392
642,391
643,391
644,391
645,390
646,391
647,391
648,392
649,392
650,392
651,393
652,394
653,397
654,401
655,402
656,402
657,402
658,400
659,399
660,396
661,395
662,393
663,396
664,397
665,400
666,402
667,404
668,405
669,407
670,408
671,408
672,405
673,405
674,402
675,404
676,405
677,408
678,410
679,412
680,415
681,415
682,414
683,412
684,411
685,413
686,413
687,412
688,411
689,410
690,409
691,411
692,413
693,416
694,418
695,421
696,422
697,421
698,418
699,416
700,415
701,413
702,411
703,413
704,414
705,416
706,418
707,421
708,422
709,422
710,421
711,419
712,418
713,419
714,420
715,422
716,423
717,426
718,427
719,427
720,424
721,422
722,421
723,422
724,422
725,425
726,426
727,429
728,430
729,429
730,428
731,426
732,424
733,423
734,424
735,425
736,427
737,429
738,430
739,431
740,431
741,431
742,432
743,432
744,434
745,434
746,435
747,434
748,431
749,430
750,427
751,426
752,427
753,429
754,430
755,430
756,432
757,434
758,435
759,437
760,437
761,437
762,434
763,434
764,434
765,434
766,435
767,435
768,436
769,437
770,437
771,438
772,439
773,439
774,439
775,440
776,440
777,440
778,441
779,442
780,441
781,439
782,436
783,435
784,434
785,435
786,435
787,436
788,436
789,437
790,437
791,438
792,438
793,439
794,439
795,439
796,439
797,440
798,440
799,441
800,441
801,441
802,441
803,442
804,442
805,442
806,443
807,443
808,442
809,443
810,443
811,443
812,445
813,445
814,445
815,445
816,445
817,445
818,445
819,445
820,445
821,445
822,443
823,443
824,443
825,443
826,443
827,443
828,443
829,442
830,442
831,442
832,442
833,442
834,442
835,442
836,442
837,442
838,442
839,442
840,442
841,442
842,441
843,442
844,442
845,442
846,442
847,441
848,441
849,442
850,441
851,442
852,442
853,442
854,443
855,442
856,443
857,443
858,446
859,449
860,451
861,450
862,451
863,450
864,450
865,449
866,449
867,447
868,448
869,447
870,447
871,447
872,448
873,402
874,414
875,387
876,359
877,331
878,306
879,283
880,263
881,245
882,230
883,216
884,204
885,195
886,186
887,178
888,172
889,166
890,161
891,157
892,153
893,150
894,150
895,150
896,150
897,150
898,150
899,150
900,150
901,150
902,150
903,150
904,150
905,150
906,150
907,150
908,150
909,150
910,150
911,150
912,150
913,150
914,150
915,150
916,150
917,150
918,150
919,150
920,150
921,150
922,150
923,150
924,150
925,150
926,150
927,150
928,150
929,150
930,150
931,150
932,150
933,150
934,150
935,150
936,150
937,150
938,150
939,150
940,150
941,150
942,150
943,150
944,150
945,150
946,150
947,150
948,150
949,150
950,150
951,150
952,150
953,150
954,150
955,150
956,150
957,150
958,150
959,150
960,150
961,150
962,150
963,150
964,150
965,150
966,150
967,150
968,150
969,150
970,150
971,150
972,150
973,150
974,150
975,150
976,150
977,150
978,150
979,150
980,150
981,150
