Seconds,Temperature
347,355
348,358
349,361
350,363
351,364
352,363
353,362
354,361
355,359
356,357
357,356
358,356
359,358
360,361
361,364
362,367
363,369
364,367
365,367
366,365
367,364
368,362
369,361
370,360
371,359
372,359
373,360
374,362
375,365
376,368
377,371
378,373
379,373
380,371
381,370
382,367
383,366
384,364
385,366
386,367
387,371
388,374
389,378
390,380
391,380
392,378
393,376
394,373
395,371
396,370
397,371
398,373
399,375
400,377
401,378
402,375
403,373
404,371
405,372
406,373
407,375
408,378
409,381
410,381
411,381
412,378
413,375
414,372
415,372
416,373
417,375
418,378
419,380
420,382
421,383
422,385
423,387
424,389
425,391
426,391
427,389
428,385
429,382
430,381
431,381
432,381
433,383
434,385
435,386
436,388
437,390
438,391
439,392
440,393
441,394
442,395
443,396
444,395
445,394
446,390
447,387
448,385
449,384
450,385
451,385
452,387
453,387
454,388
455,388
456,389
457,389
458,389
459,390
460,389
461,390
462,390
463,396
464,397
465,400
466,401
467,401
468,401
469,401
470,400
471,400
472,400
473,399
474,397
475,396
476,396
477,396
478,397
479,397
480,397
481,398
482,399
483,402
484,405
485,406
486,406
487,405
488,405
489,403
490,402
491,402
492,401
493,405
494,407
495,411
496,414
497,415
498,415
499,414
500,413
501,412
502,411
503,410
504,409
505,408
506,406
507,405
508,404
509,407
510,409
511,413
512,415
513,415
514,415
515,415
516,414
517,413
518,412
519,411
520,410
521,410
522,410
523,412
524,414
525,417
526,419
527,419
528,417
529,415
530,413
531,410
532,409
533,410
534,411
535,415
536,417
537,422
538,424
539,423
540,422
541,421
542,418
543,416
544,415
545,415
546,416
547,420
548,421
549,424
550,426
551,425
552,423
553,420
554,417
555,419
556,419
557,422
558,423
559,422
560,421
561,418
562,415
563,416
564,417
565,421
566,422
567,426
568,426
569,428
570,430
571,429
572,427
573,424
574,421
575,422
576,422
577,427
578,428
579,431
580,432
581,432
582,430
583,429
584,427
585,427
586,429
587,430
588,431
589,430
590,429
591,425
592,422
593,424
594,424
595,427
596,428
597,430
598,431
599,434
600,434
601,436
602,436
603,438
604,438
605,435
606,432
607,432
608,432
609,434
610,434
611,435
612,435
613,436
614,437
615,439
616,440
617,439
618,437
619,434
620,430
621,429
622,430
623,431
624,432
625,434
626,436
627,438
628,439
629,440
630,441
631,442
632,441
633,441
634,441
635,442
636,442
637,442
638,442
639,442
640,441
641,441
642,442
643,442
644,443
645,443
646,443
647,443
648,445
649,443
650,445
651,445
652,445
653,446
654,446
655,446
656,446
657,446
658,446
659,446
660,445
661,445
662,445
663,445
664,445
665,446
666,446
667,446
668,446
669,447
670,447
671,445
672,442
673,440
674,440
675,440
676,440
677,440
678,440
679,440
680,440
681,440
682,441
683,442
684,443
685,445
686,445
687,446
688,446
689,446
690,447
691,447
692,447
693,447
694,447
695,447
696,447
697,447
698,447
699,448
700,448
701,448
702,448
703,448
704,449
705,449
706,449
707,449
708,450
709,449
710,450
711,450
712,450
713,450
714,450
715,449
716,449
717,449
718,448
719,448
720,448
721,448
722,448
723,449
724,449
725,449
726,449
727,449
728,449
729,449
730,448
731,449
732,449
733,449
734,450
735,450
736,450
737,451
738,451
739,451
740,451
741,450
742,450
743,450
744,450
745,450
746,450
747,450
748,450
749,450
750,450
751,450
752,449
753,449
754,451
755,455
756,458
757,463
758,463
759,463
760,463
761,462
762,463
763,462
764,461
765,461
766,460
767,458
768,458
769,456
770,456
771,455
772,455
773,453
774,455
775,453
776,453
777,452
778,453
779,452
780,452
781,451
782,452
783,451
784,451
785,451
786,452
787,452
788,452
789,452
790,453
791,453
792,455
793,453
794,455
795,455
796,455
797,455
798,455
799,453
800,453
801,451
802,451
803,451
804,452
805,456
806,461
807,465
808,466
809,466
810,467
811,465
812,466
813,463
814,465
815,463
816,463
817,462
818,463
819,461
820,461
821,458
822,458
823,456
824,456
825,455
826,455
827,453
828,453
829,451
830,450
831,447
832,447
833,446
834,447
835,449
836,451
837,455
838,460
839,462
840,463
841,462
842,462
843,460
844,460
845,458
846,456
847,458
848,461
849,460
850,461
851,460
852,460
853,458
854,458
855,456
856,456
857,456
858,456
859,455
860,455
861,455
862,456
863,460
864,463
865,466
866,468
867,467
868,467
869,465
870,465
871,456
872,440
873,415
874,386
875,359
876,332
877,307
878,285
879,266
880,248
881,234
882,221
883,209
884,200
885,191
886,184
887,178
888,173
889,167
890,163
891,158
892,154
893,150
894,150
895,150
896,150
897,150
898,150
899,150
900,150
901,150
902,150
903,150
904,150
905,150
906,150
907,150
908,150
909,150
910,150
911,150
912,150
913,150
914,150
915,150
916,150
917,150
918,150
919,150
920,150
921,150
922,150
923,150
924,150
925,150
926,150
927,150
928,150
929,150
930,150
931,150
932,150
933,150
934,150
935,150
936,150
937,150
938,150
939,150
940,150
941,150
942,150
943,150
944,150
945,150
946,150
947,150
948,150
949,150
950,150
951,150
952,150
953,150
954,150
955,150
956,150
957,150
958,150
959,150
960,150
961,150
962,150
963,150
964,150
965,150
966,150
967,150
968,150
969,150
970,150
971,150
972,150
973,150
974,150
975,150
976,150
977,150
978,150
979,150
980,150
981,150
982,150
983,150
984,150
985,150
986,150
987,150
988,150
989,150
990,150
991,150
992,150
993,150
994,150
995,150
996,150
997,150
998,150
999,150
1000,150
1001,150
