Seconds,Temperature
347,378
348,378
349,378
350,378
351,378
352,378
353,378
354,378
355,378
356,378
357,380
358,380
359,381
360,382
361,382
362,382
363,383
364,384
365,385
366,385
367,384
368,384
369,383
370,382
371,382
372,381
373,380
374,380
375,380
376,378
377,378
378,378
379,378
380,378
381,378
382,379
383,380
384,380
385,381
386,380
387,380
388,380
389,380
390,380
391,383
392,386
393,387
394,388
395,388
396,387
397,387
398,387
399,387
400,387
401,387
402,387
403,386
404,385
405,390
406,392
407,393
408,393
409,393
410,392
411,392
412,391
413,390
414,388
415,386
416,385
417,385
418,385
419,388
420,391
421,392
422,392
423,392
424,391
425,391
426,391
427,390
428,390
429,389
430,388
431,386
432,385
433,388
434,390
435,395
436,397
437,401
438,403
439,402
440,402
441,400
442,397
443,395
444,392
445,394
446,395
447,399
448,401
449,405
450,406
451,405
452,405
453,403
454,402
455,400
456,400
457,397
458,397
459,396
460,395
461,394
462,394
463,397
464,400
465,403
466,405
467,410
468,412
469,412
470,411
471,410
472,407
473,405
474,404
475,405
476,407
477,410
478,412
479,412
480,411
481,409
482,408
483,406
484,405
485,406
486,408
487,411
488,413
489,412
490,411
491,409
492,407
493,409
494,410
495,413
496,415
497,417
498,418
499,417
500,415
501,414
502,411
503,413
504,413
505,415
506,416
507,415
508,412
509,410
510,407
511,408
512,409
513,411
514,412
515,415
516,416
517,415
518,414
519,410
520,408
521,408
522,409
523,411
524,412
525,415
526,416
527,419
528,419
529,422
530,421
531,423
532,423
533,422
534,419
535,416
536,414
537,415
538,415
539,417
540,418
541,421
542,422
543,424
544,425
545,424
546,421
547,416
548,414
549,415
550,414
551,416
552,418
553,421
554,422
555,424
556,424
557,426
558,426
559,427
560,426
561,427
562,427
563,424
564,422
565,421
566,422
567,422
568,424
569,424
570,426
571,428
572,428
573,426
574,422
575,418
576,415
577,414
578,415
579,415
580,416
581,418
582,421
583,424
584,426
585,428
586,430
587,432
588,433
589,434
590,435
591,433
592,431
593,427
594,423
595,422
596,422
597,424
598,426
599,428
600,430
601,431
602,433
603,434
604,434
605,434
606,432
607,429
608,426
609,426
610,427
611,428
612,430
613,431
614,433
615,434
616,435
617,436
618,437
619,436
620,434
621,431
622,428
623,428
624,428
625,429
626,430
627,432
628,433
629,434
630,434
631,435
632,436
633,437
634,437
635,435
636,432
637,431
638,431
639,432
640,432
641,433
642,434
643,434
644,435
645,436
646,437
647,435
648,432
649,428
650,424
651,424
652,424
653,426
654,428
655,429
656,430
657,432
658,434
659,435
660,436
661,437
662,438
663,439
664,439
665,440
666,440
667,440
668,441
669,441
670,441
671,439
672,436
673,434
674,435
675,436
676,437
677,439
678,439
679,440
680,440
681,439
682,435
683,434
684,435
685,435
686,437
687,437
688,438
689,439
690,440
691,439
692,437
693,434
694,432
695,431
696,431
697,432
698,434
699,435
700,436
701,437
702,439
703,439
704,440
705,442
706,442
707,443
708,443
709,443
710,443
711,443
712,443
713,443
714,443
715,441
716,439
717,438
718,438
719,439
720,440
721,442
722,443
723,443
724,445
725,443
726,442
727,438
728,436
729,434
730,435
731,436
732,437
733,438
734,440
735,439
736,442
737,442
738,443
739,445
740,446
741,445
742,442
743,439
744,437
745,435
746,437
747,437
748,439
749,439
750,440
751,440
752,442
753,442
754,443
755,443
756,445
757,443
758,445
759,445
760,446
761,446
762,447
763,447
764,448
765,447
766,443
767,442
768,443
769,442
770,443
771,443
772,445
773,445
774,446
775,446
776,446
777,446
778,447
779,446
780,442
781,439
782,440
783,439
784,441
785,440
786,442
787,442
788,445
789,445
790,447
791,447
792,447
793,447
794,448
795,448
796,449
797,448
798,446
799,442
800,440
801,438
802,439
803,439
804,442
805,442
806,445
807,445
808,447
809,447
810,448
811,447
812,415
813,405
814,380
815,351
816,322
817,297
818,275
819,256
820,239
821,224
822,211
823,200
824,190
825,181
826,174
827,168
828,162
829,157
830,153
831,150
832,150
833,150
834,150
835,150
836,150
837,150
838,150
839,150
840,150
841,150
842,150
843,150
844,150
845,150
846,150
847,150
848,150
849,150
850,150
851,150
852,150
853,150
854,150
855,150
856,150
857,150
858,150
859,150
860,150
861,150
862,150
863,150
864,150
865,150
866,150
867,150
868,150
869,150
870,150
871,150
872,150
873,150
874,150
875,150
876,150
877,150
878,150
879,150
880,150
881,150
882,150
883,150
884,150
885,150
886,150
887,150
888,150
889,150
890,150
891,150
892,150
893,150
894,150
895,150
896,150
897,150
898,150
899,150
900,150
901,150
902,150
903,150
904,150
905,150
906,150
907,150
908,150
909,150
910,150
911,150
912,150
913,150
914,150
915,150
916,150
917,150
918,150
919,150
920,150
921,150
922,150
923,150
924,150
925,150
926,150
927,150
928,150
929,150
930,150
931,150
932,150
933,150
934,150
935,150
936,150
937,150
938,150
939,150
940,150
941,150
942,150
943,150
944,150
945,150
946,150
947,150
948,150
949,150
950,150
951,150
952,150
953,150
954,150
955,150
956,150
957,150
958,150
959,150
960,150
961,150
962,150
963,150
964,150
965,150
