Seconds,Temperature
0,150
1,150
2,150
3,150
4,176
5,196
6,211
7,218
8,218
9,214
10,208
11,203
12,200
13,200
14,199
15,201
16,205
17,209
18,213
19,216
20,217
21,216
22,215
23,215
24,214
25,216
26,220
27,223
28,224
29,224
30,222
31,224
32,226
33,229
34,228
35,228
36,226
37,226
38,224
39,224
40,226
41,228
42,230
43,233
44,234
45,235
46,236
47,236
48,234
49,233
50,233
51,234
52,235
53,237
54,239
55,242
56,244
57,246
58,244
59,242
60,239
61,238
62,240
63,242
64,245
65,247
66,250
67,251
68,250
69,247
70,244
71,242
72,242
73,242
74,243
75,243
76,244
77,245
78,246
79,246
80,247
81,248
82,248
83,248
84,249
85,249
86,250
87,250
88,250
89,252
90,253
91,255
92,256
93,258
94,259
95,260
96,261
97,262
98,259
99,257
100,252
101,250
102,250
103,251
104,251
105,252
106,252
107,254
108,255
109,257
110,259
111,261
112,262
113,264
114,265
115,266
116,267
117,268
118,269
119,269
120,270
121,271
122,271
123,271
124,271
125,269
126,268
127,267
128,266
129,265
130,264
131,263
132,262
133,263
134,266
135,270
136,271
137,272
138,273
139,273
140,273
141,274
142,274
143,274
144,275
145,275
146,275
147,275
148,275
149,275
150,275
151,273
152,271
153,271
154,274
155,276
156,280
157,281
158,282
159,281
160,281
161,280
162,280
163,280
164,282
165,283
166,282
167,280
168,278
169,277
170,279
171,281
172,284
173,287
174,290
175,290
176,290
177,289
178,288
179,287
180,289
181,290
182,293
183,294
184,296
185,295
186,294
187,292
188,290
189,288
190,288
191,290
192,292
193,294
194,295
195,297
196,298
197,299
198,300
199,301
200,299
201,299
202,299
203,300
204,302
205,302
206,303
207,303
208,304
209,302
210,299
211,296
212,295
213,296
214,296
215,297
216,299
217,300
218,301
219,301
220,302
221,303
222,305
223,306
224,307
225,307
226,307
227,307
228,308
229,309
230,309
231,310
232,310
233,310
234,311
235,311
236,311
237,311
238,312
239,312
240,312
241,312
242,314
243,318
244,322
245,326
246,328
247,327
248,327
249,325
250,323
251,321
252,321
253,320
254,320
255,318
256,320
257,323
258,326
259,328
260,330
261,328
262,327
263,325
264,324
265,321
266,321
267,323
268,325
269,328
270,332
271,335
272,338
273,340
274,341
275,338
276,337
277,334
278,332
279,330
280,330
281,332
282,336
283,338
284,340
285,343
286,343
287,341
288,340
289,337
290,337
291,338
292,340
293,341
294,343
295,344
296,345
297,346
298,346
299,348
300,349
301,351
302,350
303,348
304,345
305,342
306,341
307,341
308,343
309,345
310,346
311,347
312,349
313,351
314,351
315,352
316,352
317,351
318,351
319,352
320,353
321,354
322,354
323,354
324,354
325,354
326,354
327,353
328,353
329,354
330,354
331,355
332,356
333,356
334,356
335,356
336,356
337,356
338,355
339,354
340,354
341,354
342,354
343,355
344,356
345,357
346,358
