Seconds,Temperature
0,150
1,150
2,150
3,150
4,152
5,179
6,192
7,198
8,194
9,184
10,173
11,162
12,158
13,157
14,159
15,164
16,170
17,175
18,179
19,180
20,180
21,180
22,179
23,179
24,179
25,179
26,178
27,177
28,177
29,177
30,178
31,181
32,186
33,190
34,191
35,191
36,190
37,189
38,187
39,185
40,185
41,187
42,190
43,194
44,197
45,201
46,203
47,202
48,201
49,199
50,197
51,195
52,195
53,196
54,198
55,201
56,204
57,206
58,207
59,205
60,203
61,200
62,200
63,201
64,204
65,206
66,207
67,205
68,203
69,201
70,201
71,202
72,205
73,208
74,210
75,212
76,212
77,209
78,206
79,204
80,203
81,204
82,206
83,208
84,211
85,213
86,215
87,217
88,217
89,216
90,213
91,209
92,207
93,207
94,208
95,211
96,213
97,214
98,216
99,216
100,217
101,218
102,219
103,220
104,222
105,222
106,222
107,220
108,217
109,213
110,210
111,210
112,213
113,218
114,221
115,222
116,224
117,224
118,225
119,225
120,225
121,225
122,225
123,225
124,225
125,224
126,224
127,225
128,226
129,226
130,227
131,227
132,227
133,227
134,228
135,228
136,229
137,229
138,230
139,228
140,228
141,227
142,229
143,232
144,233
145,233
146,234
147,233
148,234
149,233
150,233
151,232
152,234
153,237
154,240
155,243
156,245
157,244
158,244
159,243
160,242
161,240
162,240
163,239
164,241
165,244
166,247
167,247
168,247
169,245
170,245
171,243
172,244
173,247
174,250
175,253
176,255
177,254
178,253
179,250
180,249
181,246
182,247
183,250
184,255
185,258
186,260
187,259
188,258
189,255
190,254
191,251
192,252
193,253
194,255
195,257
196,258
197,256
198,255
199,252
200,251
201,252
202,255
203,258
204,261
205,264
206,264
207,262
208,260
209,256
210,255
211,256
212,257
213,259
214,260
215,262
216,263
217,266
218,268
219,271
220,271
221,268
222,266
223,262
224,262
225,263
226,266
227,268
228,271
229,273
230,275
231,277
232,278
233,278
234,276
235,273
236,270
237,269
238,269
239,269
240,269
241,270
242,270
243,270
244,271
245,271
246,271
247,273
248,275
249,277
250,279
251,280
252,280
253,280
254,280
255,282
256,283
257,285
258,286
259,287
260,287
261,287
262,287
263,285
264,284
265,283
266,282
267,283
268,285
269,290
270,293
271,294
272,293
273,292
274,291
275,289
276,287
277,286
278,286
279,290
280,290
281,290
282,291
283,294
284,295
285,295
286,293
287,292
288,292
289,294
290,296
291,296
292,298
293,302
294,304
295,305
296,305
297,304
298,304
299,303
300,302
301,302
302,301
303,301
304,302
305,306
306,308
307,308
308,308
309,308
310,307
311,306
312,306
313,305
314,305
315,304
316,305
317,309
318,309
319,307
320,305
321,302
322,301
323,303
324,305
325,309
326,310
327,313
328,314
329,312
330,310
331,307
332,306
333,309
334,311
335,314
336,315
337,318
338,319
339,318
340,316
341,313
342,312
343,314
344,315
345,318
346,319
