Seconds,Temperature
0,150
1,150
2,150
3,160
4,183
5,198
6,206
7,213
8,215
9,215
10,210
11,203
12,199
13,195
14,195
15,197
16,200
17,204
18,207
19,210
20,212
21,215
22,216
23,218
24,219
25,221
26,222
27,224
28,224
29,222
30,219
31,216
32,215
33,217
34,218
35,221
36,221
37,224
38,225
39,227
40,227
41,228
42,228
43,228
44,228
45,229
46,229
47,230
48,230
49,231
50,231
51,231
52,232
53,232
54,232
55,233
56,233
57,234
58,235
59,235
60,235
61,235
62,235
63,235
64,236
65,236
66,236
67,236
68,236
69,235
70,235
71,235
72,237
73,240
74,243
75,246
76,246
77,246
78,245
79,244
80,243
81,241
82,242
83,245
84,249
85,252
86,252
87,251
88,250
89,248
90,247
91,246
92,245
93,244
94,246
95,250
96,255
97,259
98,260
99,259
100,257
101,255
102,254
103,252
104,250
105,248
106,250
107,253
108,254
109,253
110,252
111,250
112,252
113,255
114,258
115,262
116,262
117,261
118,258
119,255
120,253
121,250
122,250
123,252
124,253
125,255
126,257
127,259
128,260
129,262
130,262
131,263
132,264
133,265
134,265
135,266
136,266
137,267
138,268
139,268
140,268
141,269
142,267
143,264
144,262
145,259
146,259
147,262
148,265
149,268
150,268
151,267
152,268
153,269
154,272
155,275
156,276
157,279
158,280
159,282
160,280
161,277
162,276
163,277
164,278
165,279
166,280
167,280
168,280
169,280
170,278
171,277
172,276
173,277
174,278
175,279
176,281
177,282
178,283
179,284
180,285
181,286
182,287
183,287
184,287
185,286
186,285
187,284
188,283
189,281
190,280
191,280
192,282
193,287
194,291
195,296
196,297
197,296
198,295
199,293
200,292
201,291
202,292
203,292
204,293
205,294
206,295
207,295
208,296
209,296
210,297
211,297
212,297
213,296
214,295
215,293
216,294
217,297
218,301
219,305
220,307
221,307
222,305
223,303
224,300
225,297
226,297
227,300
228,302
229,306
230,305
231,304
232,304
233,306
234,308
235,311
236,310
237,308
238,305
239,302
240,302
241,303
242,306
243,310
244,313
245,316
246,318
247,320
248,318
249,315
250,312
251,309
252,309
253,310
254,312
255,315
256,317
257,319
258,321
259,322
260,321
261,318
262,317
263,318
264,319
265,320
266,322
267,323
268,324
269,326
270,326
271,327
272,329
273,330
274,328
275,325
276,324
277,324
278,325
279,326
280,327
281,328
282,330
283,331
284,332
285,333
286,334
287,335
288,335
289,333
290,331
291,332
292,332
293,334
294,335
295,336
296,337
297,339
298,339
299,340
300,338
301,337
302,335
303,336
304,336
305,337
306,338
307,339
308,340
309,340
310,340
311,342
312,341
313,342
314,342
315,342
316,342
317,342
318,341
319,341
320,341
321,342
322,342
323,343
324,343
325,345
326,345
327,345
328,345
329,345
330,345
331,345
332,345
333,346
334,345
335,345
336,344
337,345
338,343
339,343
340,343
341,343
342,343
343,346
344,350
345,355
346,358
